overall,reviews
5,"I have always hated jacket earrings...until I saw these!!!  So cute, such simple design, clever, and modern.  I love them!!"
5,"Beautiful handmade earrings. My earlobes are kind of small so the ball spheres hang down a little lower than shown in the picture, but they are really cool anyway. The seller kept in touch with me about shipping when the wait was a little longer than expected. Thanks!"
5,"The seller's earrings are always so attractive, well made, and unique!  I really love to purchase from her.  She replies quickly and is always helpful.  Fast shipping!"
5,They fit my ears so perfectly!!! Beautiful earrings:)
5,Beautiful. Stunning. Perfection.
5,These are great and so different looking! Love them! Thank you!
5,Absolutely love - better than expected!!
5,got it quickly and got so many compliments. I wear it everyday.
5,A little more shiny than I would prefer but love them
5,Beautiful! These are exactly what I wanted!
5,Great pair of earrings! Love them! Great work too.
5,These earring are gorgeous! Everything I ordered is exactly as pictured and made with great quality.
5,Great customer service!  Love the earrings!
5,Excellent quality and great design
5,"Lovely earrings, exactly what I was looking for. Shipping was fast too!"
5,Looks great on and is good quality
5,These earrings are just as expected!
5,Lovely earrings - thank you!
5,"Shipping fine...BUT, the earrings are black, and I ordered yellow gold :("
5,Bellissimi orecchini! Spedizione rapida e puntuale!
5,"Entspricht ganz den Produktbildern, tolle Farbe und Qualität"
5,Beautiful and dainty! I love these!
5,These are beautiful! Shipping was very fast and packaging was perfect.
5,Super fast shipping and beautiful earrings!
5,"These are very pretty earrings, and the seller is responsive to messages. I instantly had an allergic reaction when putting these on. I have never reacted to sterling silver before."
5,"I just adore everything about this cool ring. Awesome design, really beautiful tourmaline with so many shades of forest green. I love the vibes of this gorgeous ring... A million thanks to a very talented artist!"
5,Beautiful matching wedding rings. We love them! Perfect size after Rachel sent us a tool to find our size.
5,"La poésie de cette bague, la pureté douce de ce galet m'ont émue ! Quelle joie en la découvrant, je suis si fière de la porter ! Merci Rachel pour votre talent👍"
5,"Les boucles sont très belles et de bonne qualité 
Merci"
5,"Spedizione puntuale, articolo bello e moglie felice! Oggetto come da aspettative e di ottima fattura! Bravi bravi."
5,"La bague est magnifique, le bijou d'excellente qualité comm d'habitude. Je l'adore. Merci"
5,"Très belle bague, fine et raffinée. Un vrai travail de créatrice et de joaillerie, qui conserve la beauté des matériaux brut. Je suis très contente de mon choix."
5,"Un peu déçue par le saphir que j'imaginais plus lumineux. Pas bien grave, le bracelet fait qd même son petit effet mais c'est la pierre par elle-même que je trouvais intéressante. Cela ne m'empêchera pas de faire d'autres achats ici."
5,"Exactly as described and pictured. The seller was prompt to respond to my questions, make the bracelet, and ship my order. I am very happy with the quality of the materials and craftsmanship. I love this bracelet that I had made to celebrate my son's birth."
5,"Le bracelet est juste PARFAIT, Rachel est à l'écoute,son travail est géniale, je porte ses bijoux depuis de longues années et je les aiment toujours autant.Merci Rachel pour tout mes petits trésors."
5,This is everything I was looking for. I’m OBSESSED!!!! Thank y’all so much!
5,Absolutely beautiful! This is my current favorite from the 4 I purchased! Love it so much. I have gotten many compliments♡
5,"To say I loved this nose ring is an understatement.. Definitely worth the wait of shipping. I wore this nose ring everyday and never felt irritation. Plus it’s so aesthetically pleasing to look at. It also came in a cute, hand made lil box!.. I unfortunately lost mine recently when cleaning it and plan on buying a new one ASAP!"
5,"I took a jump because it looked beautiful online and ordered the blue opal. I was NOT disappointed! I haven't taken it off since! Stays put, perfect fit, and beautiful! Will be ordering again!"
5,"Best piercings I've ever worn. I have a sickness causing my hands being unable to keep a firm grip of any capacity. And these piercings were super easy even for me to get in place, and they stay in place and they do not shed anything. Very good quality. 👍 Love the tiny wooden box they came in and they arrived very early as well."
5,"I love it! But I will warn you, it is smaller in person! I don't know if my eyes deceived me but I giggled when it arrived and was tiny! It looks really cute in my ear though, I'm super satisfied. Will 100% be purchasing again!"
5,Lovely medusa jewelry that came in a gorgeous little box. I accidentally pulled it out when I stupidly opened a can of pop with my teeth but it gave me a prompt excuse to order two more. It fits lovely and the plastic bar feels so much better than a metal one hitting my teeth. Will buy from here again. Thank you!
5,This nose ring is my favorite by far. It looks gorgeous on and is very comfortable. The packaging was beautiful as well. I love the little wooden box included. I will use this seller again!
5,Beautiful septum ring! It’s a little snug but that’s my fault for order the wrong size. I don’t even care though! I’m going to wear it anyway.❤️
5,"Only thing I wish I had considered is how bright the silver would be. It’s a darker tone and doesn’t match my other earrings. A small issue because otherwise the earring is fantastic! Worth the wait! (Shipping took a long time, but it is international during a pandemic...)"
5,"Another stunning septum p9. In total I have 7 septum 9ô8 from here - I Love them. Beautifully sturdy, easy to put in, looks gorgeous and came beautifully packaged. Such an amazing seller. Thank you 💕"
5,"Absolutely stunning septum ring. Beautifully designed. Strong and sturdy, but looks simply gorgeous and elegant. Came beautifully packaged. Absolutely in love 🧡"
5,"It's a really pretty septum ring, It's bold yet subtle I love it"
5,"The owners are so helpful! My jewelry arrived on time and I was very impressed by the quality of the Jewlery and the handmade tiny wooden box it comes in. Even tho I made a mistake when ordering, the owners actually sent me the correct size with my next order. I will continue to buy from Titanium Fashion."
